energy_eV,cross_section_cm2
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,1.0633726874658386e-18
9.7,1.9802641999635734e-18
9.8,2.762023612479509e-18
9.9,3.4200000000000003e-18
10.0,3.965542437511385e-18
10.1,4.4100000000000004e-18
10.2,4.765909840585728e-18
10.3,5.050561424922587e-18
10.4,5.2824322967981545e-18
10.5,5.480000000000001e-18
10.6,5.659182038167953e-18
10.7,5.825655754350838e-18
10.8,5.982538451449749e-18
10.9,6.132947432365774e-18
11.0,6.300564900717976e-18
11.1,6.57627172766944e-18
11.2,6.8207096339506265e-18
11.3,7.187565553452546e-18
11.4,7.770904779414865e-18
11.5,8.426306042471912e-18
11.6,8.988024504098023e-18
11.7,9.443507611732862e-18
11.8,9.818500884307458e-18
11.9,1.013874984075283e-17
12.0,1.043e-17
12.1,1.0713656461614106e-17
12.2,1.0993762647696725e-17
12.3,1.127002156098356e-17
12.4,1.1542136204210318e-17
12.5,1.1809809580112698e-17
12.6,1.2072744691426407e-17
12.7,1.2330644540887134e-17
12.8,1.2583212131230589e-17
12.9,1.2830150465192471e-17
13.0,1.3071162545508482e-17
13.1,1.3305951374914327e-17
13.2,1.35342199561457e-17
13.3,1.3755671291938305e-17
13.4,1.3970008385027845e-17
13.5,1.4176934238150025e-17
13.6,1.4376151854040544e-17
13.7,1.4567364235435097e-17
13.8,1.475027438506939e-17
13.9,1.4924585305679124e-17
14.0,1.5090000000000002e-17
14.1,1.524635363194538e-17
14.2,1.5394010010139255e-17
14.3,1.5533465104383266e-17
14.4,1.5665214884479067e-17
14.5,1.5789755320228308e-17
14.6,1.590758238143263e-17
14.7,1.6019192037893685e-17
14.8,1.6125080259413123e-17
14.9,1.622574301579259e-17
15.0,1.6321676276833732e-17
15.1,1.6413376012338202e-17
15.2,1.6501338192107645e-17
15.3,1.6586058785943707e-17
15.4,1.6668033763648044e-17
15.5,1.6747759095022292e-17
15.6,1.6825730749868114e-17
15.7,1.6902444697987143e-17
15.8,1.6978396909181034e-17
15.9,1.705408335325144e-17
16.0,1.713e-17
16.1,1.7206525260604382e-17
16.2,1.7283567311746273e-17
16.3,1.736091677148338e-17
16.4,1.7438364257873413e-17
16.5,1.7515700388974083e-17
