energy_eV,cross_section_cm2
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,0.0
9.7,0.0
9.8,0.0
9.9,0.0
10.0,0.0
10.1,0.0
10.2,0.0
10.3,0.0
10.4,0.0
10.5,0.0
10.6,0.0
10.7,0.0
10.8,0.0
10.9,0.0
11.0,0.0
11.1,1.2809601037886874e-20
11.2,2.5235792766170217e-20
11.3,3.729592830864621e-20
11.4,4.90073607891108e-20
11.5,6.03874433313599e-20
11.6,7.145352905918967e-20
11.7,8.222297109639567e-20
11.8,9.271312256677401e-20
11.9,1.0294133659412066e-19
12.0,1.1292496630223155e-19
12.1,1.2268136481490279e-19
12.2,1.3222788525592995e-19
12.3,1.415818807491092e-19
12.4,1.5076070441823646e-19
12.5,1.5978170938710768e-19
12.6,1.6866224877951891e-19
12.7,1.774196757192658e-19
12.8,1.8607134333014452e-19
12.9,1.9463460473595093e-19
13.0,2.0312681306048104e-19
13.1,2.1156532142753085e-19
13.2,2.19967482960896e-19
13.3,2.2835065078437273e-19
13.4,2.3673217802175687e-19
13.5,2.4512941779684427e-19
13.6,2.5355972323343126e-19
13.7,2.6204044745531334e-19
13.8,2.705889435862866e-19
13.9,2.7922256475014695e-19
14.0,2.8795866407069045e-19
14.1,2.968086031076891e-19
14.2,3.057597771648189e-19
14.3,3.1479358998173216e-19
14.4,3.2389144529808116e-19
14.5,3.330347468535182e-19
14.6,3.422048983876955e-19
14.7,3.5138330364026516e-19
14.8,3.605513663508794e-19
14.9,3.6969049025919057e-19
15.0,3.7878207910485087e-19
15.1,3.8780753662751284e-19
15.2,3.9674826656682816e-19
15.3,4.055856726624492e-19
15.4,4.1430115865402857e-19
15.5,4.228761282812181e-19
15.6,4.3129198528367037e-19
15.7,4.395301334010374e-19
15.8,4.475719763729713e-19
15.9,4.553989179391245e-19
16.0,4.629923618391493e-19
16.1,4.703392586986278e-19
16.2,4.774487466868618e-19
16.3,4.843355108590829e-19
16.4,4.910142362705231e-19
16.5,4.9749960797641435e-19
16.6,5.038063110319883e-19
16.7,5.0994903049247645e-19
16.8,5.159424514131107e-19
16.9,5.2180125884912285e-19
17.0,5.275401378557451e-19
17.1,5.331737734882086e-19
17.2,5.387168508017454e-19
