energy_eV,cross_section_cm2
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,0.0
9.7,0.0
9.8,0.0
9.9,0.0
10.0,0.0
10.1,0.0
10.2,0.0
10.3,0.0
10.4,0.0
10.5,0.0
10.6,0.0
10.7,0.0
10.8,0.0
10.9,0.0
11.0,0.0
11.1,0.0
11.2,0.0
11.3,0.0
11.4,0.0
11.5,0.0
11.6,0.0
11.7,0.0
11.8,0.0
11.9,0.0
12.0,0.0
12.1,0.0
12.2,0.0
12.3,0.0
12.4,9.825590050662106e-23
12.5,2.0655889568428855e-22
12.6,3.174538496214319e-22
12.7,4.309297869603151e-22
12.8,5.469741372166932e-22
12.9,6.655728058239323e-22
13.0,7.867102446636063e-22
13.1,9.10369521814114e-22
13.2,1.036532390343197e-21
13.3,1.1651793560707401e-21
13.4,1.296289744052006e-21
13.5,1.4298417638281642e-21
13.6,1.5658125731580218e-21
13.7,1.704178340355577e-21
13.8,1.8449143049873724e-21
13.9,1.987994836988226e-21
14.0,2.1333934941067188e-21
14.1,2.2810830776752213e-21
14.2,2.431035686647652e-21
14.3,2.5832227698745932e-21
14.4,2.737615176755909e-21
14.5,2.894183205968219e-21
14.6,3.0528966526728313e-21
14.7,3.2137248538034924e-21
14.8,3.3766367318021983e-21
14.9,3.541600836581102e-21
15.0,3.708585385850167e-21
15.1,3.877558303802062e-21
15.2,4.048487258203147e-21
15.3,4.221339695888429e-21
15.4,4.3960828767627e-21
15.5,4.5726839061982544e-21
15.6,4.751109766110539e-21
15.7,4.9313273444330744e-21
15.8,5.113303463362638e-21
15.9,5.297004906167616e-21
16.0,5.482398442640093e-21
16.1,5.6694508533901635e-21
16.2,5.858128952830766e-21
16.3,6.0483996109780054e-21
16.4,6.2402297740851535e-21
16.5,6.4335864842439155e-21
16.6,6.628436897793627e-21
16.7,6.824748302760133e-21
16.8,7.022488135321039e-21
16.9,7.22162399522387e-21
17.0,7.422123660386787e-21
17.1,7.623955100462299e-21
17.2,7.827086489717137e-21
17.3,8.031486219021422e-21
17.4,8.237122906905464e-21
17.5,8.443965410186092e-21
17.6,8.65198283349016e-21
17.7,8.861144538399042e-21
17.8,9.071420151759663e-21
17.9,9.282779573372153e-21
