energy_eV,cross_section_cm2
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,0.0
9.7,0.0
9.8,0.0
9.9,0.0
10.0,0.0
10.1,0.0
10.2,0.0
10.3,0.0
10.4,0.0
10.5,0.0
10.6,0.0
10.7,0.0
10.8,0.0
10.9,0.0
11.0,2.0564900717975464e-20
11.1,1.5000000000000156e-19
11.2,2.4853836359587134e-19
11.3,4.7e-19
11.4,9.085832770554645e-19
11.5,1.42e-18
11.6,1.8386384049113513e-18
11.7,2.152079013832593e-18
11.8,2.386200420298163e-18
11.9,2.5668812178424894e-18
12.0,2.7200000000000005e-18
12.1,2.86710693699826e-18
12.2,3.012438505837354e-18
12.3,3.15590276021051e-18
12.4,3.2974077538109523e-18
12.5,3.4368615403319048e-18
12.6,3.5741721734665946e-18
12.7,3.709247706908241e-18
12.8,3.84199619435007e-18
12.9,3.9723256894853084e-18
13.0,4.100144246007178e-18
13.1,4.225359917608906e-18
13.2,4.3478807579837126e-18
13.3,4.467614820824824e-18
13.4,4.5844701598254656e-18
13.5,4.698354828678862e-18
13.6,4.809176881078237e-18
13.7,4.916844370716814e-18
13.8,5.021265351287816e-18
13.9,5.12234787648447e-18
14.0,5.22e-18
14.1,5.314169642927026e-18
14.2,5.404964195955745e-18
14.3,5.492530917175752e-18
14.4,5.5770170646766424e-18
14.5,5.65856989654801e-18
14.6,5.737336670879452e-18
14.7,5.813464645760557e-18
14.8,5.887101079280923e-18
14.9,5.9583932295301446e-18
15.0,6.027488354597815e-18
15.1,6.094533712573531e-18
15.2,6.159676561546883e-18
15.3,6.223064159607468e-18
15.4,6.284843764844879e-18
15.5,6.3451626353487125e-18
15.6,6.4041680292085615e-18
15.7,6.462007204514021e-18
15.8,6.518827419354683e-18
15.9,6.574775931820145e-18
16.0,6.63e-18
16.1,6.6846107412936446e-18
16.2,6.738574710339674e-18
16.3,6.7918223210864855e-18
16.4,6.844283987482479e-18
16.5,6.895890123476055e-18
16.6,6.946571143015609e-18
16.7,6.996257460049539e-18
16.8,7.044879488526242e-18
16.9,7.092367642394116e-18
17.0,7.138652335601563e-18
17.1,7.183663982096978e-18
17.2,7.22733299582876e-18
17.3,7.269589790745308e-18
17.4,7.31036478079502e-18
