energy_eV,cross_section_cm2
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,0.0
9.7,0.0
9.8,0.0
9.9,0.0
10.0,2.1288201342281883e-17
10.1,2.203647009302469e-17
10.2,2.277133656991734e-17
10.3,2.349292327119341e-17
10.4,2.420135269508654e-17
10.5,2.4896747339830352e-17
10.6,2.557922970365848e-17
10.7,2.6248922284804527e-17
10.8,2.6905947581502115e-17
10.9,2.7550428091984882e-17
11.0,2.818248631448644e-17
11.1,2.880224474724042e-17
11.2,2.940982588848045e-17
11.3,3.000535223644013e-17
11.4,3.0588946289353084e-17
11.5,3.116073054545295e-17
11.6,3.1720827502973364e-17
11.7,3.2269359660147915e-17
11.8,3.280644951521024e-17
11.9,3.333221956639396e-17
12.0,3.384679231193271e-17
12.1,3.435029025006009e-17
12.2,3.4842835879009745e-17
12.3,3.5324551697015274e-17
12.4,3.5795560202310314e-17
12.5,3.625598389312849e-17
12.6,3.670594526770343e-17
12.7,3.714556682426873e-17
12.8,3.7574971061058043e-17
12.9,3.7994280476304966e-17
13.0,3.840361756824314e-17
13.1,3.880310483510618e-17
13.2,3.9192864775127696e-17
13.3,3.957301988654133e-17
13.4,3.9943692667580695e-17
13.5,4.0305005616479416e-17
13.6,4.065708123147113e-17
13.7,4.100004201078944e-17
13.8,4.1334010452667964e-17
13.9,4.165910905534034e-17
14.0,4.1975460317040176e-17
14.1,4.228318673600112e-17
14.2,4.258241081045676e-17
14.3,4.288098181332593e-17
14.4,4.3179120675899633e-17
14.5,4.3468952689386883e-17
14.6,4.3750601593099815e-17
14.7,4.4024191126350535e-17
14.8,4.4289845028451135e-17
14.9,4.4547687038713735e-17
15.0,4.479784089645043e-17
15.1,4.504043034097336e-17
15.2,4.52755791115946e-17
15.3,4.5503410947626277e-17
15.4,4.572404958838049e-17
15.5,4.5937618773169354e-17
15.6,4.614424224130499e-17
15.7,4.6344043732099474e-17
15.8,4.653714698486494e-17
15.9,4.6723675738913495e-17
16.0,4.690375373355725e-17
16.1,4.7077504708108293e-17
16.2,4.724505240187875e-17
16.3,4.740652055418071e-17
16.4,4.756203290432631e-17
16.5,4.7711713191627657e-17
16.6,4.7855685155396844e-17
16.7,4.799407253494598e-17
